,duur,beweging,time,WR,Wk,WRbin,WKbin
684,89,False,2016-02-18 17:47:11.295,220.0,0.47743052244186,5,1
686,88,False,2016-02-18 18:29:22.588,165.0,0.99826383590698,4,1
688,86,False,2016-02-18 18:38:10.190,246.0,0.93315970897675,5,1
690,89,False,2016-02-18 20:29:06.799,223.0,2.4088540077209,5,2
692,89,False,2016-02-18 22:08:45.397,131.0,0.390625,3,1
694,93,False,2016-02-19 07:23:26.893,218.0,1.2586804628372,5,1
696,90,False,2016-02-19 09:01:46.396,205.0,1.0199652910233,5,1
698,86,False,2016-02-19 16:52:34.588,276.0,0.99826383590698,6,1
700,86,False,2016-02-21 11:19:10.989,248.0,5.7725691795349,6,4
702,86,False,2016-02-21 11:55:45.596,217.0,7.855902671814,5,4
704,86,False,2016-02-22 10:38:50.792,290.0,2.34375,6,2
706,88,False,2016-02-22 21:27:31.107,232.0,1.388888835907,5,1
708,89,False,2016-02-23 08:08:23.784,211.0,1.388888835907,5,1
710,87,False,2016-02-23 09:14:41.396,233.0,0.4123263657093,5,1
712,87,False,2016-02-23 14:42:04.901,237.0,1.605902671814,5,2
714,86,False,2016-02-23 15:12:32.985,41.0,3.1032984256744,1,2
716,85,False,2016-02-23 16:13:09.392,300.0,3.7760415077209,7,3
718,86,False,2016-02-23 18:00:31.788,276.0,2.3220484256744,6,2
720,85,False,2016-02-23 18:25:04.094,236.0,0.4123263657093,5,1
722,86,False,2016-02-23 19:39:02.698,227.0,1.801215171814,5,2
724,91,False,2016-02-24 07:30:29.088,292.0,1.0199652910233,6,1
726,88,False,2016-02-24 10:28:36.698,210.0,1.0199652910233,5,1
728,86,False,2016-02-24 12:31:42.487,114.0,0.4123263657093,3,1
730,85,False,2016-02-24 12:58:48.388,291.0,1.3237847089767,6,1
732,85,False,2016-02-24 13:20:48.304,313.0,5.7508678436279,7,4
734,86,False,2016-02-24 16:44:58.598,287.0,2.4305553436279,6,2
736,87,False,2016-02-24 19:42:54.392,358.0,0.49913191795349,0,1
738,87,False,2016-02-24 21:23:19.195,223.0,0.30381941795349,5,1
740,86,False,2016-02-24 22:05:55.193,335.0,0.23871526122093,7,1
742,94,False,2016-02-25 06:58:21.992,228.0,1.584201335907,5,2
744,91,False,2016-02-25 09:01:50.803,223.0,2.7126734256744,5,2
746,88,False,2016-02-25 10:48:12.395,257.0,2.170138835907,6,2
748,88,False,2016-02-25 16:17:11.588,229.0,2.4522569179535,5,2
750,87,False,2016-02-25 17:20:19.590,224.0,2.0616319179535,5,2
752,88,False,2016-02-25 18:52:42.888,221.0,1.8663194179535,5,2
